CustomerID,FirstName,LastName,DateOfBirth,Contact_Email,Contact_Phone,Account_Type,Account_Open_Date,Account Number,Employment_Status
921338,Michael,Richardson,1/6/1998,michael.richardson@example.com,212.390.7226x595,savings,4/14/2019,6881415177,employed
132805,Kathleen,Smith,4/19/1988,kathleen.smith@example.com,673-322-1719x97401,savings,8/3/2021,1539271406,student
790243,Patrick,Little,12/11/1991,patrick.little@example.com,752-492-8330x2038,savings,1/3/2022,7377229338,employed
864660,Brandon,Mathis,5/14/1989,brandon.mathis@example.com,928.883.5569,savings,4/12/2015,7785926820,student
152475,Charles,Kramer,7/9/1995,charles.kramer@example.com,-2620,savings,9/20/2019,1004859619,student
362463,Tammy,Rodriguez,7/20/1989,tammy.rodriguez@example.com,(897)735-1054,current,5/4/2016,2005966941,student
594457,Krista,Bentley,12/8/2000,krista.bentley@example.com,(783)873-0285,savings,2/24/2020,7945768861,student
245899,Donald,Peterson,4/18/2002,donald.peterson@example.com,(765)568-3345x462,current,12/20/2015,6232783479,student
533089,Natalie,Richards,5/12/2000,natalie.richards@example.com,953-361-8263,current,12/31/2016,8423930740,employed
370191,Donna,Hernandez,5/8/1992,donna.hernandez@example.com,(415)386-6464,savings,12/2/2021,4854693173,student
945113,Andrea,Shaffer,3/27/1992,andrea.shaffer@example.com,001-333-421-5575x86526,savings,6/14/2022,7585235229,student
373182,Sydney,Rivera,8/29/1997,sydney.rivera@example.com,(601)434-2674x99372,savings,9/1/2015,6208245219,student
222959,Cynthia,Reyes,4/15/1995,cynthia.reyes@example.com,654.362.4178x5275,current,4/1/2014,9407197813,student
312173,David,Trujillo,9/24/1997,david.trujillo@example.com,534-926-8313,savings,6/9/2021,3949188945,employed
256284,Nancy,Taylor,12/28/1988,nancy.taylor@example.com,+1-948-422-6424x8959,savings,10/11/2020,4983111937,student
697991,Paul,Meza,9/4/1995,paul.meza@example.com,5707756621,savings,4/27/2017,2021973064,student
765791,April,Todd,2/3/1996,april.todd@example.com,(575)928-4170x5489,savings,12/5/2014,8965076076,student
947918,Terry,Pham,2/1/2001,terry.pham@example.com,760-429-9524x18324,savings,4/25/2016,1995721736,student
744784,Mary,Martinez,4/20/1996,mary.martinez@example.com,001-981-848-0943x218,savings,10/26/2018,3628230610,student
394628,Joseph,Rodgers,11/19/1994,joseph.rodgers@example.com,(734)386-3032x46875,savings,2/8/2022,5573003909,employed
484149,Joseph,Wilson,4/17/2002,joseph.wilson@example.com,914-464-3550,savings,1/13/2015,2537524727,student
170096,Jennifer,Gutierrez,8/18/2001,jennifer.gutierrez@example.com,488.861.6366,savings,4/19/2014,4588708104,student
870369,Jennifer,Blake,2/26/1993,jennifer.blake@example.com,456-526-3278x3711,savings,9/22/2023,5563162654,employed
254774,Nicholas,Hurst,8/14/1993,nicholas.hurst@example.com,+1-707-570-2316x3523,savings,9/5/2021,7876346583,student
175144,Stephanie,Gomez,8/14/1996,stephanie.gomez@example.com,356-831-8243x7668,savings,10/22/2021,9235623273,student
905883,Angela,Perez,3/19/1999,angela.perez@example.com,+1-390-995-5065x680,savings,1/1/2023,1437038563,student
919537,Jason,Grant,12/3/2001,jason.grant@example.com,(748)349-6925,savings,8/4/2023,5415934570,student
817371,Jasmine,Blackwell,2/7/1994,jasmine.blackwell@example.com,-1652,savings,12/1/2018,2469546708,student
256363,Michael,Henry,10/28/1990,michael.henry@example.com,001-208-534-5204x6556,current,5/28/2022,6947116304,student
125719,Ricky,Klein,5/19/1990,ricky.klein@example.com,785.793.1516,savings,11/26/2021,3926378530,student
836464,Juan,Smith,5/14/1997,juan.smith@example.com,923.743.7513,savings,6/20/2022,1293046453,employed
263726,Julia,Yang,5/3/1995,julia.yang@example.com,(961)560-3648x293,current,8/20/2021,3658173179,employed
282633,Justin,Cole,4/7/1990,justin.cole@example.com,(803)961-4180x79065,savings,2/11/2019,6582716922,student
370781,Hannah,Thomas,3/16/1998,hannah.thomas@example.com,001-861-692-3761x1259,savings,10/10/2022,7974575756,student
192025,Michael,Martin,7/18/2001,michael.martin@example.com,3356369120,savings,10/4/2021,4006216090,student
765490,Michele,Jones,8/6/1996,michele.jones@example.com,+1-278-689-5775x239,savings,3/27/2018,4514437901,employed
176315,Leslie,Ellis,10/27/1997,leslie.ellis@example.com,985-345-9218x7097,savings,6/30/2015,1288485181,employed
953726,Natalie,Ruiz,8/21/1998,natalie.ruiz@example.com,001-894-464-1704x12754,current,8/4/2016,5643535986,student
906291,Johnathan,Thomas,1/18/2000,johnathan.thomas@example.com,930.860.7371,savings,5/9/2015,4769265369,employed
276628,Tanya,Torres,7/22/1995,tanya.torres@example.com,001-739-245-8900x127,current,3/24/2022,7792827327,student
788410,Drew,Hobbs,12/1/1990,drew.hobbs@example.com,519.430.1980,savings,12/16/2022,1131791669,student
914213,Carrie,Hardin,10/30/1987,carrie.hardin@example.com,(443)675-4076,current,12/14/2022,7438924183,student
445639,Jorge,Colon,1/31/1995,jorge.colon@example.com,001-658-331-2354x73598,savings,6/29/2023,7565075110,student
498773,Michael,Thomas,10/5/1990,michael.thomas@example.com,(519)497-2340,savings,2/4/2014,9979775344,employed
334104,Ronald,Lam,3/9/2000,ronald.lam@example.com,510-815-4846x63775,savings,6/26/2020,4949656465,student
147042,Jennifer,Martinez,7/8/1993,jennifer.martinez@example.com,001-826-644-7334x86983,savings,8/7/2021,9956277050,student
981583,Dana,Jones,8/25/1994,dana.jones@example.com,476-362-5986x93772,current,9/28/2018,8956158080,employed
618524,Brandon,Cameron,2/15/2000,brandon.cameron@example.com,+1-415-489-9816x9209,savings,10/31/2018,6484731831,employed
203255,Matthew,Daniel,10/31/2001,matthew.daniel@example.com,473-550-6744x47906,savings,10/3/2021,6613435684,student
905050,Gerald,Brown,1/22/1996,gerald.brown@example.com,(451)533-3684x0064,current,12/16/2017,5033166128,student
608361,Brittney,Graves,8/24/1996,brittney.graves@example.com,529-778-9438,savings,2/11/2016,9113225848,student
967132,Thomas,Burns,5/20/1990,thomas.burns@example.com,325.878.4067,savings,9/6/2020,2382827011,employed
434630,James,Ford,6/11/1994,james.ford@example.com,292.409.4777x39604,current,1/3/2023,5505034696,employed
170934,Michael,Snyder,7/30/1998,michael.snyder@example.com,422.668.8171,savings,3/25/2020,8716717468,student
883571,Alexis,Parker,5/8/1994,alexis.parker@example.com,330.909.8609x37529,savings,9/26/2019,1562619456,student
557746,Lisa,Lopez,12/11/1991,lisa.lopez@example.com,001-711-501-3941x60120,savings,3/20/2020,1237570551,student
909846,Heather,Russell,1/30/1990,heather.russell@example.com,490-998-6478,savings,3/24/2022,8392158622,employed
577571,Joseph,Carpenter,3/17/1992,joseph.carpenter@example.com,-6838,savings,10/7/2018,8573492893,student
439037,Beth,Robbins,12/10/2001,beth.robbins@example.com,844.525.1884x4041,savings,6/26/2019,1779983226,student
390533,George,Griffin,10/31/1993,george.griffin@example.com,001-592-605-2066x72756,current,8/14/2017,5484094876,student
715128,Barbara,Snyder,11/4/1990,barbara.snyder@example.com,(808)871-2586x60254,savings,2/25/2023,8176329838,student
362380,Erik,Crawford,10/6/1997,erik.crawford@example.com,577-886-1057x826,current,11/12/2013,7278471702,student
349885,Brittany,Mitchell,12/9/1996,brittany.mitchell@example.com,861.848.3566,savings,2/14/2023,2243398026,student
618055,Gina,Davenport,3/30/1993,gina.davenport@example.com,638-723-9656x674,current,12/19/2022,8007051847,student
686087,Bradley,Romero,1/15/1993,bradley.romero@example.com,001-925-611-6308x11730,savings,9/21/2016,3681285427,student
414864,Emily,Lam,1/14/1997,emily.lam@example.com,458.893.1519,savings,3/10/2022,5440469640,student
355061,Sara,Lewis,10/7/1999,sara.lewis@example.com,667-335-3435x00502,savings,11/9/2014,6591150093,employed
274588,Tracy,Thornton,11/1/1989,tracy.thornton@example.com,(456)681-0462x17312,savings,12/28/2017,3467786396,employed
238318,Sally,Singleton,2/17/1991,sally.singleton@example.com,+1-651-542-9214x792,savings,8/25/2016,6633246686,student
307609,James,Sheppard,6/29/1989,james.sheppard@example.com,001-297-958-4135x32185,savings,4/30/2019,8030766936,employed
264256,Tracy,Brandt,11/10/1998,tracy.brandt@example.com,001-668-819-4104x770,savings,9/26/2015,2872225891,employed
650391,Ian,Schmidt,1/28/1998,ian.schmidt@example.com,001-361-752-6320x780,savings,11/1/2013,4999890152,employed
523173,William,Davis,1/20/1989,william.davis@example.com,001-581-740-0991x49296,savings,2/12/2016,1509406877,student
629201,Catherine,Mitchell,12/2/1999,catherine.mitchell@example.com,881.636.0888x2101,savings,2/1/2019,3927542874,student
540010,Douglas,Smith,8/3/1995,douglas.smith@example.com,271-260-1375x601,savings,8/30/2021,1623819982,student
484700,Jason,Freeman,9/3/1995,jason.freeman@example.com,(327)348-5721x1552,savings,6/16/2020,6252642516,student
119473,Krista,Peterson,1/25/1991,krista.peterson@example.com,500-822-8248x1542,savings,10/21/2014,3568682393,student
255530,Paula,Williams,10/21/1991,paula.williams@example.com,384-488-0143x7259,savings,4/6/2019,2629762744,student
587412,Johnathan,Wells,10/13/2001,johnathan.wells@example.com,001-607-672-8616x162,savings,12/15/2017,3517773144,student
395362,Angela,Jenkins,12/8/1993,angela.jenkins@example.com,001-307-783-8225x79615,savings,1/25/2014,7122961427,student
531134,Jeffrey,Schroeder,12/31/1992,jeffrey.schroeder@example.com,963.645.5497x00858,current,8/19/2015,7477983480,student
231312,Phillip,Ortiz,3/23/1996,phillip.ortiz@example.com,843-591-3025x62540,savings,5/14/2017,4886529071,employed
631765,Wayne,Thompson,12/4/2000,wayne.thompson@example.com,001-273-413-6758x7543,current,6/20/2021,3127655601,employed
411583,Charles,Howard,7/13/1991,charles.howard@example.com,401.416.7315x49928,savings,10/25/2013,6581588801,employed
102779,Debra,Williamson,8/28/2000,debra.williamson@example.com,+1-739-988-7159x1614,savings,12/7/2022,8993406253,student
585740,Gary,Foster,11/4/1987,gary.foster@example.com,-2182,savings,5/23/2018,4553771256,student
836999,Deborah,Lopez,3/27/1990,deborah.lopez@example.com,242.881.0674x304,savings,6/10/2015,5207909556,student
817240,Gwendolyn,Valenzuela,10/18/1994,gwendolyn.valenzuela@example.com,001-314-948-6001,savings,1/29/2016,5876560439,student
602775,Kelsey,Brady,3/14/1993,kelsey.brady@example.com,354-360-5782x7424,savings,4/6/2020,5591778336,student
909946,Beth,White,5/10/1994,beth.white@example.com,001-972-659-5581x329,savings,10/8/2021,9501692946,student
859532,Eugene,Yang,12/19/2001,eugene.yang@example.com,3026440017,savings,9/2/2022,2275854001,employed
260576,Kiara,Hansen,2/24/2001,kiara.hansen@example.com,8717721368,savings,8/23/2014,1833511295,student
557282,Alan,Henderson,10/18/2000,alan.henderson@example.com,201.950.6829x47327,current,4/8/2019,1813052316,employed
960945,Katelyn,Johnson,4/29/1990,katelyn.johnson@example.com,423-431-1658,current,8/30/2017,6115728872,employed
650283,Carlos,Morrison,7/3/1999,carlos.morrison@example.com,+1-549-712-1162x2032,savings,4/12/2023,4660830942,student
663371,Eric,Martin,8/21/1988,eric.martin@example.com,468-893-2156x9895,savings,11/15/2019,4870190069,employed
569147,Richard,Johnson,8/11/1995,richard.johnson@example.com,+1-702-239-3563x5423,savings,4/22/2022,5554074625,student
910465,Kenneth,Howard,5/8/1990,kenneth.howard@example.com,808-946-3358x7025,savings,9/17/2019,2754514262,employed
107358,Brittany,Martinez,10/12/1998,brittany.martinez@example.com,639-259-3116x922,savings,11/4/2015,7159913167,student
477084,Jennifer,Logan,8/20/1998,jennifer.logan@example.com,(684)373-8355,savings,1/17/2018,6462809844,student
200757,Nicole,Roberts,4/21/1992,nicole.roberts@example.com,819-292-6857,savings,1/12/2015,3471273946,employed
343019,Crystal,Reyes,10/28/1997,crystal.reyes@example.com,(448)880-4787x288,savings,5/24/2014,4394238418,student
635899,Daniel,Boyd,7/21/1990,daniel.boyd@example.com,(934)932-4750x47697,savings,11/10/2018,8574965019,student
372798,Travis,Lambert,3/31/2001,travis.lambert@example.com,512-347-1293x9343,savings,9/20/2015,3766930044,student
674591,Regina,Crawford,7/5/1998,regina.crawford@example.com,7116351490,savings,9/7/2021,6133316178,student
395262,Shannon,Lewis,9/1/2000,shannon.lewis@example.com,4006163751,savings,1/21/2014,9826539197,student
599079,Jeffrey,Meadows,6/12/1991,jeffrey.meadows@example.com,+1-716-613-9493x3221,savings,7/24/2016,3246387096,student
852423,Mary,Ramirez,11/2/2000,mary.ramirez@example.com,(991)964-7370,savings,5/30/2020,4751308373,student
408794,Jennifer,Hodges,3/12/1991,jennifer.hodges@example.com,5936337669,savings,8/12/2016,7892204758,student
965068,Melanie,Carter,3/12/1994,melanie.carter@example.com,955.733.1493x50327,savings,3/28/2020,4062819743,student
662669,Pamela,Chavez,1/26/1997,pamela.chavez@example.com,(799)638-7960x59949,savings,10/7/2022,7144593768,student
140619,Tanya,Myers,1/13/1995,tanya.myers@example.com,620.790.9330x56389,savings,12/3/2022,6436370967,student
331576,Elizabeth,Hughes,8/5/2000,elizabeth.hughes@example.com,001-821-358-3338x44037,savings,6/28/2019,7032857337,student
496944,Jessica,York,9/16/1997,jessica.york@example.com,975.943.9938,current,8/21/2019,7458978693,student
385892,Daniel,Mendoza,11/24/1990,daniel.mendoza@example.com,+1-838-881-2581x823,current,8/19/2022,4917279641,student
487102,Joseph,Gardner,8/16/1999,joseph.gardner@example.com,(841)767-6602,savings,9/23/2018,6899639237,employed
570829,Derrick,Williams,1/10/2001,derrick.williams@example.com,001-581-910-6577x07832,savings,5/4/2017,7264615528,employed
216215,Steven,Morris,1/3/1999,steven.morris@example.com,5207782136,savings,4/19/2020,9630365710,student
156105,Shane,Martinez,8/4/2002,shane.martinez@example.com,6163680505,savings,10/19/2022,2973315461,student
129431,Jessica,Chavez,3/14/2001,jessica.chavez@example.com,+1-680-602-1949x9666,current,5/29/2023,2948712377,student
411064,Brandi,Cole,11/26/1993,brandi.cole@example.com,(206)689-1762,savings,2/15/2021,7247365243,student
834569,Sara,Bell,5/17/1999,sara.bell@example.com,707-982-5011x3842,savings,7/9/2018,3970487859,student
782069,Amy,Gray,8/3/2000,amy.gray@example.com,4556780294,savings,12/22/2013,2144484162,student
224641,Brent,Payne,1/26/1996,brent.payne@example.com,949-451-9614,savings,4/29/2014,7883440227,student
363222,Jessica,Carter,7/7/1988,jessica.carter@example.com,863.672.2855,savings,7/30/2018,4131842893,student
712382,Jennifer,Chapman,6/15/1989,jennifer.chapman@example.com,+1-906-641-4930x1741,savings,12/24/2014,9128464755,student
722673,Gloria,Bowman,10/16/1989,gloria.bowman@example.com,+1-634-511-5580x884,savings,2/14/2016,5303610300,student
362860,Kimberly,Lin,6/15/1994,kimberly.lin@example.com,001-399-360-5896x2225,savings,1/31/2016,1907678958,employed
987183,Ashley,Shaw,4/24/1988,ashley.shaw@example.com,001-383-484-1378x7127,savings,6/21/2020,1281855530,student
271464,Natasha,Ford,8/12/1995,natasha.ford@example.com,001-832-657-7234x5337,savings,11/14/2018,5673819517,student
110180,Brandon,Miller,11/26/1994,brandon.miller@example.com,934.442.1566x41704,current,4/30/2017,7830469451,student
341860,David,Sexton,8/20/1998,david.sexton@example.com,(951)736-8099x7539,savings,5/25/2019,4885098850,employed
996664,Carla,Wilson,1/29/2002,carla.wilson@example.com,(966)807-0901x91622,current,8/29/2023,2979602775,employed
952931,Cody,Alvarez,9/19/1988,cody.alvarez@example.com,5942220980,savings,12/29/2016,2043577809,student
346439,Joseph,Nelson,5/5/1993,joseph.nelson@example.com,(560)324-5404,savings,9/28/2021,2336417100,employed
337206,Sandra,Arias,9/26/1996,sandra.arias@example.com,001-427-730-0493,savings,5/11/2018,9042204273,student
589195,Amanda,Parker,8/30/1996,amanda.parker@example.com,217-832-0705x89279,savings,6/19/2015,1499493870,student
751825,Elizabeth,Harris,1/23/1996,elizabeth.harris@example.com,221.880.5830x4174,savings,4/15/2023,4815551268,student
394167,Erin,Nelson,12/11/1991,erin.nelson@example.com,-9298,current,10/10/2020,5010215805,employed
215793,Jerry,Harvey,9/25/1999,jerry.harvey@example.com,7042367150,savings,12/7/2013,6799990911,student
936258,Melissa,Gomez,4/1/1990,melissa.gomez@example.com,(755)548-8967x34249,savings,12/1/2014,7252143484,student
930820,Cynthia,Cox,2/23/1988,cynthia.cox@example.com,+1-764-877-8118x9800,savings,2/8/2017,5883159653,employed
754886,Robert,Morris,7/1/1989,robert.morris@example.com,001-344-789-5079x7333,savings,7/16/2023,2486368632,student
465044,Amy,Parsons,1/28/1991,amy.parsons@example.com,001-456-568-3465x3744,savings,7/4/2017,1584317823,student
763993,Erin,Robinson,2/5/1991,erin.robinson@example.com,698-312-1944x733,savings,4/26/2014,3313841443,employed
936190,Jeremiah,Morales,5/1/1995,jeremiah.morales@example.com,589.360.1537x63138,savings,11/23/2017,4795616274,employed
335820,Jeffrey,Walter,1/7/1995,jeffrey.walter@example.com,+1-767-388-7817x684,savings,8/15/2015,5547818897,student
990065,Barbara,Young,2/18/2001,barbara.young@example.com,6744015850,savings,1/15/2014,7547131992,student
555795,Christopher,Huynh,6/7/1992,christopher.huynh@example.com,001-810-774-4003x4465,savings,10/29/2022,1379325054,employed
521941,Christine,Johnson,10/4/1987,christine.johnson@example.com,659-777-2254x436,savings,4/30/2020,6003669304,student
576712,Bradley,Wolfe,3/31/1999,bradley.wolfe@example.com,(270)251-0398,savings,3/25/2015,5491580384,student
306911,Patricia,Norris,7/17/2000,patricia.norris@example.com,876.532.9830,savings,4/17/2014,2151035585,student
960786,Allison,Baker,8/15/1989,allison.baker@example.com,240.236.6023x33152,savings,12/4/2017,2675796207,student
692296,Anita,Kelly,7/5/1991,anita.kelly@example.com,304-328-2409,savings,5/13/2021,1079028094,employed
529977,Monica,Gonzales,10/9/1990,monica.gonzales@example.com,883.812.8945x4666,savings,5/18/2016,9866165531,student
718040,Kenneth,Lyons,6/28/1997,kenneth.lyons@example.com,(380)541-4221x6859,savings,11/3/2020,6111488669,employed
389791,Brittany,Spencer,1/27/1992,brittany.spencer@example.com,+1-280-210-9748x583,savings,2/25/2021,6743233844,student
308286,Deborah,Daugherty,4/19/1990,deborah.daugherty@example.com,664-478-5519x00003,savings,3/30/2019,7689876806,student
918745,Todd,Kennedy,8/15/1996,todd.kennedy@example.com,961-477-9876x405,savings,9/11/2014,9157282280,student
136462,Matthew,Jackson,10/16/1991,matthew.jackson@example.com,(877)361-8123,savings,1/8/2016,8401214059,student
730902,Rebecca,Carpenter,4/12/1990,rebecca.carpenter@example.com,001-281-217-4580,savings,5/3/2022,3487754663,student
580613,Calvin,Johns,12/7/1998,calvin.johns@example.com,(275)591-5547x690,savings,10/21/2016,5190190983,student
791085,Cody,Montgomery,1/25/1996,cody.montgomery@example.com,699-904-6564x51664,savings,3/29/2016,5990355800,student
965754,Sandra,Parker,4/29/1994,sandra.parker@example.com,-2643,current,2/1/2018,7022162699,student
393629,Theodore,Ramos,10/1/1987,theodore.ramos@example.com,491.953.4898,savings,9/21/2017,6206419766,employed
583239,Daniel,Nguyen,3/31/1999,daniel.nguyen@example.com,707-821-7636x00957,savings,5/2/2015,7746255599,employed
771085,Christopher,Garcia,6/13/2000,christopher.garcia@example.com,736.397.5161,savings,2/16/2016,2127590511,employed
951823,Margaret,Weber,2/4/1991,margaret.weber@example.com,(865)224-9740,savings,11/17/2013,1414694013,student
400892,Daisy,Zuniga,7/10/2001,daisy.zuniga@example.com,776.697.8562x31692,savings,7/11/2021,1914242260,student
393967,Leslie,Lopez,3/3/1998,leslie.lopez@example.com,2926316320,savings,7/18/2016,4743948034,student
959764,Teresa,Keith,3/26/1994,teresa.keith@example.com,001-785-527-9088,savings,3/20/2017,4097162650,student
720049,Ryan,Graham,4/29/1994,ryan.graham@example.com,577.914.4096,savings,9/23/2018,6022711027,student
561360,Shannon,Christian,4/17/1989,shannon.christian@example.com,+1-699-467-7291x136,savings,4/2/2021,2210539401,student
394098,Linda,Freeman,12/25/1988,linda.freeman@example.com,784.565.1265,savings,9/16/2021,2354585610,student
574394,Thomas,Kramer,7/2/1991,thomas.kramer@example.com,843-595-9186,savings,1/9/2021,6187589065,employed
988555,Sarah,Bowen,2/25/1995,sarah.bowen@example.com,3636646649,savings,5/26/2016,9388317090,student
413667,Joshua,Huynh,9/16/1998,joshua.huynh@example.com,+1-887-346-6730x1577,savings,10/9/2019,4794839753,employed
339742,Virginia,Pacheco,12/31/1996,virginia.pacheco@example.com,001-307-881-1133x53017,savings,6/24/2016,8529302551,student
256432,Paige,Moore,3/30/1997,paige.moore@example.com,+1-737-595-3655x8235,current,9/5/2014,1328627948,student
951712,Monica,Smith,1/15/1992,monica.smith@example.com,906-264-8841x914,savings,9/18/2021,7106970560,student
823254,Bradley,Oliver,11/29/1993,bradley.oliver@example.com,336-504-2221,savings,3/19/2021,4189945991,student
455919,Jeanne,Smith,3/16/2002,jeanne.smith@example.com,6518809696,savings,11/18/2016,8888751648,student
363423,Jerry,Johnson,5/27/1988,jerry.johnson@example.com,001-237-208-2212x84057,savings,5/14/2020,7403030386,student
421523,Karen,Ross,7/29/2001,karen.ross@example.com,+1-542-913-1826x61596,savings,8/23/2017,6231309175,employed
890544,Christopher,Crawford,9/4/1995,christopher.crawford@example.com,428.413.9011x7531,savings,10/24/2017,3521534059,student
657413,Elizabeth,Webb,5/26/1990,elizabeth.webb@example.com,315.787.9234x3140,savings,4/7/2021,4189907778,student
653492,Caleb,Lopez,1/30/1989,caleb.lopez@example.com,(238)279-0330x832,savings,7/11/2023,5105979140,employed
217251,Kenneth,James,8/26/1990,kenneth.james@example.com,+1-360-940-4139x66767,savings,8/15/2023,4321869343,student
352031,Melissa,Allen,8/24/1999,melissa.allen@example.com,001-939-997-9615x702,savings,5/3/2016,3061883758,employed
152092,Megan,Ramirez,3/11/1988,megan.ramirez@example.com,-3194,savings,9/1/2017,8056817738,employed
365276,Maureen,Gonzalez,3/19/1998,maureen.gonzalez@example.com,953-620-6676,savings,4/2/2016,2693935777,student
853005,Dawn,Hernandez,8/23/1990,dawn.hernandez@example.com,600-346-4952,savings,12/30/2017,1367671426,student
674707,Matthew,Sherman,2/11/1999,matthew.sherman@example.com,215-304-6217,savings,2/5/2014,6268627469,student
987625,Holly,Horton,11/3/1993,holly.horton@example.com,9156816808,current,3/21/2019,3899348308,student
120891,Pamela,Knight,1/20/1992,pamela.knight@example.com,(749)483-4075x89301,savings,5/7/2015,2371643175,student
388332,Justin,Villanueva,10/30/1988,justin.villanueva@example.com,(668)747-1046x4587,savings,10/6/2021,9726262788,student
712721,Jason,Adams,7/18/1993,jason.adams@example.com,(796)679-1554,savings,6/30/2019,7809585842,student
728804,Gina,Hawkins,10/2/1991,gina.hawkins@example.com,648.343.9834x56024,savings,7/28/2018,1784440326,student
343522,Randall,Garrison,7/20/2000,randall.garrison@example.com,345-480-0607,savings,3/18/2019,3591549620,student
632653,Elizabeth,Martin,2/13/1988,elizabeth.martin@example.com,(343)472-0107x97503,savings,5/20/2020,5241883201,student
208237,Christopher,Stokes,8/1/2000,christopher.stokes@example.com,352.239.6613x927,savings,6/4/2017,7123811967,student
816001,William,Wolfe,7/5/1992,william.wolfe@example.com,(902)967-7303,savings,8/21/2014,6772195404,student
883037,Tracey,Medina,8/12/2001,tracey.medina@example.com,(560)885-5352x43713,savings,8/15/2020,4201376747,employed
480956,Brittany,Guerrero,11/20/1989,brittany.guerrero@example.com,001-846-688-5202,savings,10/22/2019,4828487370,student
961958,Linda,Taylor,8/5/2002,linda.taylor@example.com,(555)775-9504,savings,4/26/2014,1210669250,student
923406,Amy,Gonzales,4/7/1997,amy.gonzales@example.com,498.357.9498x2002,savings,12/21/2014,3983900562,employed
115167,Patricia,Barnes,8/12/1999,patricia.barnes@example.com,(409)980-1021,savings,5/29/2020,3516389848,employed
900687,Alexander,Carpenter,5/27/1994,alexander.carpenter@example.com,+1-963-398-6197x61340,savings,2/19/2019,9118999603,student
776446,Carolyn,Morales,6/24/2000,carolyn.morales@example.com,342.343.4320,savings,9/26/2017,9366370421,employed
186763,Brenda,Lozano,5/14/1996,brenda.lozano@example.com,-3122,savings,8/8/2015,9859315804,employed
249431,Morgan,Ray,10/1/1998,morgan.ray@example.com,661-534-0221,savings,2/7/2015,7377186639,student
394001,Kenneth,Moreno,4/13/1993,kenneth.moreno@example.com,824.524.7227x082,savings,4/25/2020,3913357972,student
247933,Robert,Trujillo,12/27/1997,robert.trujillo@example.com,+1-774-886-7222x19322,savings,12/4/2015,1582769734,employed
932623,Devin,Williams,5/28/1992,devin.williams@example.com,299.480.2734x44660,savings,9/9/2015,1976739321,student
923024,Kellie,Porter,5/25/1995,kellie.porter@example.com,(468)867-2030x605,savings,9/6/2023,1476330037,student
